accuracy,precision,recall,specificity,f1,hard_negative_fpr,fp,fn,median_delay_s,p95_delay_s,seed,variant,margin
0.8461538461538461,0.9,0.9,0.6666666666666666,0.9,0.0,2,2,40.0,140.0,113,max_alpha0.10,0.0
0.8461538461538461,0.9,0.9,0.6666666666666666,0.9,0.0,2,2,40.0,140.0,113,conformal_alpha0.05,0.0
0.8461538461538461,0.9,0.9,0.6666666666666666,0.9,0.0,2,2,40.0,140.0,113,q90_alpha0.05,0.0
0.8461538461538461,0.9,0.9,0.6666666666666666,0.9,0.0,2,2,40.0,140.0,113,max_alpha0.05,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,conformal_alpha0.20,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,q90_alpha0.20,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,max_alpha0.20,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,conformal_alpha0.15,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,q90_alpha0.15,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,max_alpha0.15,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,conformal_alpha0.10,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,q90_alpha0.10,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,max_alpha0.10,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,conformal_alpha0.05,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,q90_alpha0.05,0.0
0.9642857142857143,1.0,0.9545454545454546,1.0,0.9767441860465117,0.0,0,1,40.0,90.0,114,max_alpha0.05,0.0
0.76,1.0,0.6842105263157895,1.0,0.8125000000000001,0.0,0,6,40.0,74.99999999999997,119,conformal_alpha0.20,0.2437191861013678
0.88,0.9444444444444444,0.8947368421052632,0.8333333333333334,0.918918918918919,0.0,1,2,40.0,90.0,119,q90_alpha0.20,0.1182495238815359
0.76,1.0,0.6842105263157895,1.0,0.8125000000000001,0.0,0,6,40.0,74.99999999999997,119,max_alpha0.20,0.2437191861013678
0.76,1.0,0.6842105263157895,1.0,0.8125000000000001,0.0,0,6,40.0,74.99999999999997,119,conformal_alpha0.15,0.2437191861013678
0.88,0.9444444444444444,0.8947368421052632,0.8333333333333334,0.918918918918919,0.0,1,2,40.0,90.0,119,q90_alpha0.15,0.1182495238815359
0.76,1.0,0.6842105263157895,1.0,0.8125000000000001,0.0,0,6,40.0,74.99999999999997,119,max_alpha0.15,0.2437191861013678
0.76,1.0,0.6842105263157895,1.0,0.8125000000000001,0.0,0,6,40.0,74.99999999999997,119,conformal_alpha0.10,0.2437191861013678
0.88,0.9444444444444444,0.8947368421052632,0.8333333333333334,0.918918918918919,0.0,1,2,40.0,90.0,119,q90_alpha0.10,0.1182495238815359
0.76,1.0,0.6842105263157895,1.0,0.8125000000000001,0.0,0,6,40.0,74.99999999999997,119,max_alpha0.10,0.2437191861013678
0.76,1.0,0.6842105263157895,1.0,0.8125000000000001,0.0,0,6,40.0,74.99999999999997,119,conformal_alpha0.05,0.2437191861013678
0.88,0.9444444444444444,0.8947368421052632,0.8333333333333334,0.918918918918919,0.0,1,2,40.0,90.0,119,q90_alpha0.05,0.1182495238815359
0.76,1.0,0.6842105263157895,1.0,0.8125000000000001,0.0,0,6,40.0,74.99999999999997,119,max_alpha0.05,0.2437191861013678
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,conformal_alpha0.20,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,q90_alpha0.20,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,max_alpha0.20,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,conformal_alpha0.15,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,q90_alpha0.15,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,max_alpha0.15,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,conformal_alpha0.10,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,q90_alpha0.10,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,max_alpha0.10,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,conformal_alpha0.05,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,q90_alpha0.05,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,240.0,130,max_alpha0.05,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,conformal_alpha0.20,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,q90_alpha0.20,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,max_alpha0.20,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,conformal_alpha0.15,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,q90_alpha0.15,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,max_alpha0.15,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,conformal_alpha0.10,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,q90_alpha0.10,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,max_alpha0.10,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,conformal_alpha0.05,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,q90_alpha0.05,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,80.30999999999926,131,max_alpha0.05,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,conformal_alpha0.20,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,q90_alpha0.20,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,max_alpha0.20,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,conformal_alpha0.15,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,q90_alpha0.15,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,max_alpha0.15,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,conformal_alpha0.10,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,q90_alpha0.10,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,max_alpha0.10,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,conformal_alpha0.05,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,q90_alpha0.05,0.0
0.92,0.9090909090909091,1.0,0.6,0.9523809523809523,0.0,2,0,40.0,145.00000000000006,145,max_alpha0.05,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,conformal_alpha0.20,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,q90_alpha0.20,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,max_alpha0.20,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,conformal_alpha0.15,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,q90_alpha0.15,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,max_alpha0.15,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,conformal_alpha0.10,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,q90_alpha0.10,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,max_alpha0.10,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,conformal_alpha0.05,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,q90_alpha0.05,0.0
0.96,1.0,0.9473684210526315,1.0,0.972972972972973,0.0,0,1,40.0,47.58499999999993,160,max_alpha0.05,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,conformal_alpha0.20,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,q90_alpha0.20,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,max_alpha0.20,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,conformal_alpha0.15,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,q90_alpha0.15,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,max_alpha0.15,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,conformal_alpha0.10,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,q90_alpha0.10,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,max_alpha0.10,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,conformal_alpha0.05,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,q90_alpha0.05,0.0
0.9285714285714286,1.0,0.9090909090909091,1.0,0.9523809523809523,0.0,0,2,40.0,50.09500000000014,170,max_alpha0.05,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,conformal_alpha0.20,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,q90_alpha0.20,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,max_alpha0.20,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,conformal_alpha0.15,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,q90_alpha0.15,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,max_alpha0.15,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,conformal_alpha0.10,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,q90_alpha0.10,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,max_alpha0.10,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,conformal_alpha0.05,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,q90_alpha0.05,0.0
0.9166666666666666,0.9,1.0,0.6666666666666666,0.9473684210526316,0.0,2,0,40.0,91.24999999999974,188,max_alpha0.05,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,conformal_alpha0.20,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,q90_alpha0.20,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,max_alpha0.20,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,conformal_alpha0.15,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,q90_alpha0.15,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,max_alpha0.15,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,conformal_alpha0.10,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,q90_alpha0.10,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,max_alpha0.10,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,conformal_alpha0.05,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,q90_alpha0.05,0.0
0.9629629629629629,0.9545454545454546,1.0,0.8333333333333334,0.9767441860465117,0.0,1,0,65.0,140.0,208,max_alpha0.05,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,conformal_alpha0.20,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,q90_alpha0.20,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,max_alpha0.20,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,conformal_alpha0.15,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,q90_alpha0.15,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,max_alpha0.15,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,conformal_alpha0.10,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,q90_alpha0.10,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,max_alpha0.10,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,conformal_alpha0.05,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,q90_alpha0.05,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0,0,40.0,40.39000000000001,240,max_alpha0.05,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,conformal_alpha0.20,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,q90_alpha0.20,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,max_alpha0.20,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,conformal_alpha0.15,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,q90_alpha0.15,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,max_alpha0.15,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,conformal_alpha0.10,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,q90_alpha0.10,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,max_alpha0.10,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,conformal_alpha0.05,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,q90_alpha0.05,0.0
0.96,0.95,1.0,0.8333333333333334,0.9743589743589743,0.0,1,0,40.0,50.08999999999979,244,max_alpha0.05,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,conformal_alpha0.20,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,q90_alpha0.20,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,max_alpha0.20,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,conformal_alpha0.15,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,q90_alpha0.15,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,max_alpha0.15,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,conformal_alpha0.10,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,q90_alpha0.10,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,max_alpha0.10,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,conformal_alpha0.05,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,q90_alpha0.05,0.0
0.92,1.0,0.9,1.0,0.9473684210526316,0.0,0,2,52.55,154.99999999999986,261,max_alpha0.05,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,conformal_alpha0.20,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,q90_alpha0.20,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,max_alpha0.20,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,conformal_alpha0.15,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,q90_alpha0.15,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,max_alpha0.15,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,conformal_alpha0.10,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,q90_alpha0.10,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,max_alpha0.10,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,conformal_alpha0.05,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,q90_alpha0.05,0.0
0.9615384615384616,1.0,0.95,1.0,0.9743589743589743,0.0,0,1,40.0,65.30999999999958,269,max_alpha0.05,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,conformal_alpha0.20,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,q90_alpha0.20,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,max_alpha0.20,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,conformal_alpha0.15,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,q90_alpha0.15,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,max_alpha0.15,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,conformal_alpha0.10,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,q90_alpha0.10,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,max_alpha0.10,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,conformal_alpha0.05,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,q90_alpha0.05,0.0
0.9230769230769231,0.9090909090909091,1.0,0.6666666666666666,0.9523809523809523,0.3333333333333333,2,0,40.0,152.50000000000017,275,max_alpha0.05,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,conformal_alpha0.20,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,q90_alpha0.20,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,max_alpha0.20,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,conformal_alpha0.15,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,q90_alpha0.15,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,max_alpha0.15,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,conformal_alpha0.10,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,q90_alpha0.10,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,max_alpha0.10,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,conformal_alpha0.05,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,q90_alpha0.05,0.0
0.9642857142857143,0.9565217391304348,1.0,0.8333333333333334,0.9777777777777777,0.0,1,0,65.0,137.49999999999997,289,max_alpha0.05,0.0
